id	title	brand	link	price	description	image_link	mpn	gtin	availability	condition	product_type	product_category	custom_label_0
D1256U-4B	Colors of Fall Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Colors_of_Fall_Logo_Card_D1256U	60.00 USD	"A custom Thanksgiving card with vibrant autumn colors. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1256.jpg	D1256U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
DX40U-4B	Fall Colors Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Fall_Colors_Logo_Card_DX40U	60.00 USD	"A beautiful custom Thanksgiving card with colorful autumn leaves. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2010%20TG/DX40_logo.jpg	DX40U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D5123U-4B	Falling Leaf Border Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Falling_Leaf_Border_Logo_Card_D5123U	60.00 USD	"Your logo will look great in the center of these autumn leaves, painted by Posty Cards' artist Ann M. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2015%20TG/D5123.jpg	D5123U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
DX43U-4B	Golden Path Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Golden_Path_Logo_Card_DX43U	60.00 USD	"A custom Thanksgiving card with beautiful fall foliage. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2010%20TG/DX43_logo.jpg	DX43U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1253U-4B	Leaf Border Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Leaf_Border_Logo_Card_D1253U	60.00 USD	"This custom Thanksgiving card with a wreath of fall leaves was painted by Posty Cards' artist Ann M. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1253p.jpg	D1253U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D2121U-4B	Leaves Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Leaves_Logo_Card_D2121U	60.00 USD	"A custom Thanksgiving card with an array of leaves in beautiful fall colors. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2012%20TG/D2121.jpg	D2121U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1257U-4B	Maple Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Maple_Logo_Card_D1257U	60.00 USD	"Wow your clients and customers with this custom Thanksgiving card featuring gorgeous fall leaves and printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1257.jpg	D1257U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D3114U-4B	Orange Border Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Orange_Border_Logo_Card_D3114U	60.00 USD	"A custom Thanksgiving card with a simple yet classic design. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2013%20TG/D3114.jpg	D3114U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1258U-4B	Peaceful Changes Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Peaceful_Changes_Logo_Card_D1258U	60.00 USD	"This custom Thanksgiving card features a colorful autumn tree and is printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1258.jpg	D1258U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D5124U-4B	Potted Plant Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Potted_Plant_Logo_Card_D5214U	60.00 USD	"A watercolor painting of a potted plant by Posty Cards' artist Ann M. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2015%20TG/D5124.jpg	D5124U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D4144U-4B	Rustic Candle Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Rustic_Candle_Logo_Card_D4144U	60.00 USD	"&nbsp;
A custom Thanksgiving card with a peaceful autumn still life photograph. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2014%20TG/D4144U.jpg	D4144U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
DX41U-4B	Rustic Fence Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Rustic_Fence_Logo_Card_DX41U	60.00 USD	"Thank clients and customers for their business with this beautiful autumn scene. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2010%20TG/DX41_logo.jpg	DX41U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1254U-4B	Thanksgiving Scene Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Thanksgiving_Scene_Logo_Card_D1254U	60.00 USD	"A custom Thanksgiving card with a beautiful autumn scene. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1254.jpg	D1254U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D4145U-4B	Thanksgiving Wreath Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Thanksgiving_Wreath_Logo_Card_D4145U	60.00 USD	"A custom Thanksgiving card with a colorful autumn wreath. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of white or foil. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2014%20TG/D4145U.jpg	D4145U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1251U-4B	Tree Line Amber Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Tree_Line_Amber_Logo_Card_D1251U	60.00 USD	"A custom Thanksgiving card with colorful graphic trees. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1251p.jpg	D1251U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D1252U-4B	Tree Line White Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Tree_Line_White_Logo_Card_D1252U	60.00 USD	"A custom Thanksgiving card with graphic trees and a white border. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2011%20TG/D1252p.jpg	D1252U-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D4146D-4B	Watercolor Branch Logo Card - Logo Thanksgiving Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Watercolor_Branch_Logo_Card_D4146D	60.00 USD	"This simple watercolor branch was painted by Posty Cards' artist Ann M. Printed on FSC&reg; certified paper.
Your logo or company name will be added to the front of the card in your choice of foil or ink. For foil, standard foil imprint charges will apply (and will be added to your order after it has been submitted). Click &quot;Continue&quot; below to select or create a verse and add personalization to the inside of your card.&nbsp; After submitting your order, please email the logo that you want to appear on the front of your card to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order logo cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart. For foil, standard foil imprint charges will apply.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered"	https://postycards.com/images/fck/Exterior/2014%20TG/D4146D.jpg	D4146D-4B		In Stock	New	Logo Thanksgiving Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D5088D-Y	Happy Mardi Gras - Mardi Gras Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Happy_Mardi_Gras_D5088D	33.00 USD	"This colorful Mardi Gras card features the Fleur de Lis incorporated into a fun graphic design and is printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2015%20AO/D5088.jpg	D5088D-Y		In Stock	New	Mardi Gras Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D5087D-Y	Mardi Gras Mask - Mardi Gras Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Mardi_Gras_Mask_D5087D	33.00 USD	"Celebrate Mardi Gras with this fun mask in traditional Mardi Gras colors. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2015%20AO/D5087.jpg	D5087D-Y		In Stock	New	Mardi Gras Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
A5086U-X	Party Gras - Mardi Gras Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Party_Gras_A5086U	37.00 USD	"A fun Mardi Gras card with hanging beads and gold foil stamping. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2015%20AO/A5086.jpg	A5086U-X		In Stock	New	Mardi Gras Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D2069U-Y	Birthday Bandage - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Birthday_Bandage_A2069U	33.00 USD	"A birthday card for the healthcare industry with a cupcake birthday bandage. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2012%20AO/A2069.jpg	D2069U-Y		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D195U-Y	Birthday Prescription - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Birthday_Prescription_195U	33.00 USD	"This birthday card with a fun prescription is perfect for anyone in the healthcare industry. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2011%20AO/195.jpg	D195U-Y		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D4099U-Y	Birthday Script - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Birthday_Script_D4099U	33.00 USD	"This clever birthday prescription is perfect for anyone in the medical or healthcare industries. Featuring FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2014%20AO/D4099.jpg	D4099U-Y		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D3089U-V	Blue Medical Logo Card - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Blue_Medical_Logo_Card_D3089U	56.00 USD	"A custom medical greeting card that can be used for birthday, doctor's day, thank you or anything you wish. Printed on FSC&reg; certified paper.
This card is fully customizable. Choose from one of the sayings below or add your own. At this time, you will not be able to view your custom card front online, so please specify exactly what you want in Special Instructions. If you want to add a logo, please email the logo to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order custom cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered

Please specify text for the front of the card in special instructions when ordering.&nbsp; Here are a few ideas:
&nbsp; 
&nbsp;"	https://postycards.com/images/fck/Exterior/2013%20AO/D3089_L.jpg	D3089U-V		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D3082U-V	Green Medical Logo Card - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Green_Medical_Logo_Card_D3082U	56.00 USD	"A custom medical card that can be a birthday card, doctor's day card, thank you card, or anything you can think of. Printed on FSC&reg; certified paper.
This card is fully customizable. Choose from one of the sayings below or add your own. At this time, you will not be able to view your custom card front online, so please specify exactly what you want in Special Instructions. If you want to add a logo, please email the logo to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order custom cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered

Please specify text for the front of the card in special instructions when ordering.&nbsp; Here are a few ideas:
&nbsp; 
&nbsp;"	https://postycards.com/images/fck/Exterior/2013%20AO/D3082_L2.jpg	D3082U-V		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D2070U-Y	Medical Balloons - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Medical_Balloons_A2070U	33.00 USD	"A fun and festive birthday card with balloons for the medical industry. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2012%20AO/A2070.jpg	D2070U-Y		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D194U-Y	Medical Birthday - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Medical_Birthday_194U	33.00 USD	"A clever birthday card for the healthcare industry featuring images of various medical tools and icons. Printed on FSC&reg; certified paper.
Includes 26 white envelopes for every 25 cards ordered."	https://postycards.com/images/fck/Exterior/2011%20AO/194.jpg	D194U-Y		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
D3090U-V	Pink Medical Logo Card - Medical Birthday Cards	Posty Cards Inc.	https://postycards.com/catalog/product/Pink_Medical_Logo_Card_D3090U	56.00 USD	"This custom pink medical card can be a birthday card, happy nurse's week card, or anything you can think of. Printed on FSC&reg; certified paper.
This card is fully customizable. Choose from one of the sayings below or add your own. At this time, you will not be able to view your custom card front online, so please specify exactly what you want in Special Instructions. If you want to add a logo, please email the logo to artdept@postycards.com.&nbsp; You will receive a proof via email. As an added value when you order custom cards, you get:

FREE Upgrade to Full Color Card Personalization (a $0.24 per card value) - add your logo or signature inside cards in color.&nbsp; Select &quot;Yes&quot; for card personalization and select one of the color ink options at no extra charge.&nbsp; Your cards will be discounted in the shopping cart.
FREE Artwork setup for the front of the card (a $25 value)
FREE electronic proof (a $10 value)
FREE extra envelopes - 26 white envelopes for every 25 cards ordered

Please specify text for the front of the card in special instructions when ordering.&nbsp; Here are a few ideas:
&nbsp; 
&nbsp;"	https://postycards.com/images/fck/Exterior/2013%20AO/D3090_L.jpg	D3090U-V		In Stock	New	Medical Birthday Card	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting & Note Cards	15Off
